Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL
Etor,бутик мужской обуви,Обувные магазины,"шоссе Северное Кольцо, 29/6",18 бутик; 1 ряд,050015,,Жетысуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,3.0,2,87017213369,87016108917,,,,,,,,,,https://wa.me/77017213369,https://wa.me/77016108917,,,,,43.29553,76.894033,https://2gis.com/firm/70000001037332110
H & M,магазин одежды и аксессуаров,Обувные магазины; Женская одежда; Сумки / Кожгалантерея; Головные / шейные уборы,"улица Розыбакиева, 263",1-2 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.5,60,,,,,,http://www.hm.com/kz,,,,https://facebook.com/hmkazakhstan,https://vk.com/hmkazakhstan,,,,,,,43.20012,76.892669,https://2gis.com/firm/70000001027236508
Intellect,бутик мультибрендовой одежды ,Обувные магазины; Мужская одежда; Женская одежда; Сумки / Кожгалантерея,"проспект Аль-Фараби, 77/8",2 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,87772188088,,,,,,,https://instagram.com/store.intellect,,,,https://wa.me/77772188088,,,,,,43.218137,76.927882,https://2gis.com/firm/70000001082580161
The luv,магазин женской одежды,Обувные магазины; Женская одежда; Сумки / Кожгалантерея; Часы / Аксессуары; Бижутерия,"проспект Аль-Фараби, 120/54",,050044,,Медеуский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-18:00; Вс: 10:00-13:00, 14:00-18:00",+05:00,,,87058494995,,,,,,,https://instagram.com/theluv.kz,,,,https://wa.me/77058494995,,,,,,43.215641,76.928118,https://2gis.com/firm/70000001082613218
Glasman,"магазин мужской одежды, обуви и аксессуаров",Обувные магазины; Мужская одежда; Верхняя одежда; Сумки / Кожгалантерея; Школьная форма,"8-й микрорайон, 37/1",1 этаж,050006,8 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.9,41,87273441284,,,,,,,https://instagram.com/glasman.kz,,,,https://wa.me/77007765760,,,,,,43.227105,76.863447,https://2gis.com/firm/70000001024452567
kari Гипер,"магазин обуви, аксессуаров и ювелирных изделий",Обувные магазины; Сумки / Кожгалантерея; Бижутерия; Головные / шейные уборы,"Саина улица, 16а",,050031,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.6,15,88000801919 (горячая линия: круглосуточно),,,,,http://kz.kari.com,,https://instagram.com/kari_club,,,https://vk.com/kariclub,,,,,https://t.me/kariofficial,https://youtube.com/shopkari,43.239641,76.84148,https://2gis.com/firm/70000001068061881
Eunoia,шоурум,Обувные магазины; Женская одежда; Бижутерия,"проспект Гагарина, 287/2",183 бутик; 1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.5,3,87066545332,,,,,,,https://instagram.com/eunoia.ala,,,,https://wa.me/77066545332,,,,,,43.204298,76.896911,https://2gis.com/firm/70000001063400946
Ricamo,магазин одежды,Обувные магазины; Мужская одежда; Часы / Аксессуары,"улица Тимирязева, 42 к3",11 бутик; 1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,87773630808,,,,,,,https://instagram.com/ricamo.kz,,,,https://wa.me/77083282218,,,,,,43.225,76.909683,https://2gis.com/firm/70000001066406655
Modish,магазин,Обувные магазины; Мужская одежда; Головные / шейные уборы; Сумки / Кожгалантерея,"улица Жолдасбекова, 9а",123 бутик; 1 этаж,050051,Самал-1 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,1,87078377137 (единый номер: пн-вс 10:00-21:00),,,,,http://modish.kz,,https://instagram.com/modish_kz,,,,https://wa.me/77078377137,,,,,,43.234604,76.955702,https://2gis.com/firm/9429940001407601
Heaven Concept Store,шоурум,Обувные магазины; Женская одежда; Сумки / Кожгалантерея,"улица Карасай батыра, 91",1 этаж,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,5.0,2,87477778291,,,,,,,https://instagram.com/hvn.women,,,,https://wa.me/77477778291,,,,,,43.250562,76.930283,https://2gis.com/firm/70000001069346436
Daz_men,магазин мужской одежды,Обувные магазины; Мужская одежда,"улица Кабдолова, 1",32 бутик; 12 блок,050062,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:30; Вт: 10:00-21:30; Ср: 10:00-21:30; Чт: 10:00-21:30; Пт: 10:00-21:30; Сб: 10:00-21:30; Вс: 10:00-21:30,+05:00,5.0,1,87007464469,,,,,,,https://instagram.com/daz_men_,,,,https://wa.me/77007464469,,,,,,43.238786,76.858138,https://2gis.com/firm/70000001048683605
Nursace,магазин,Обувные магазины; Сумки / Кожгалантерея,"микрорайон Самал-2, 226",1 этаж,050059,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.0,2,87085832257,,,,,,,https://instagram.com/nursace.almaty,,,,https://wa.me/77085832257,,,,,,43.233505,76.950705,https://2gis.com/firm/70000001067982678
Greyder,бутик,Обувные магазины; Обувная косметика / Аксессуары; Сумки / Кожгалантерея,"проспект Райымбека, 514а",2 этаж,050031,Аксай-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.6,6,87273435434,,,,,http://www.greyder.kz,,,,,,,,,,,,43.244648,76.835998,https://2gis.com/firm/70000001021767030
Салон немецкой обуви,,Обувные магазины; Головные / шейные уборы; Сумки / Кожгалантерея,"улица Васнецова, 27/92",1 этаж,050009,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,1.8,4,88000700255,,,,,http://respect.kz,,https://instagram.com/respect_kazakhstan,,,,https://wa.me/77477055555,,,,,,43.25019,76.880586,https://2gis.com/firm/70000001065553990
Kimex,магазин,Обувные магазины; Женская одежда; Мужская одежда; Сумки / Кожгалантерея,"проспект Райымбека, 514а",1 этаж,050031,Аксай-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,1.5,7,87017608249,,,,,http://kimex.kz,,https://instagram.com/kimex_grazie,,,,https://wa.me/77017608249,,,,,,43.244713,76.835845,https://2gis.com/firm/70000001067928481
Multi Italy,магазин одежды,Обувные магазины; Мужская одежда; Женская одежда,"проспект Жибек Жолы, 70",203 офис; 2 этаж,050004,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,3.9,10,87007786877 (единый номер: пн-вс 10:00-20:00),87019802254 (единый номер: пн-вс 10:00-20:00),,,,,,https://instagram.com/multi_italy_men_almaty,,,,https://wa.me/77007786877,,,,,,43.262128,76.946348,https://2gis.com/firm/70000001044705347
Integral.men,магазин мужской одежды,Обувные магазины; Мужская одежда,"улица Кабдолова, 1",8 бутик; A линия; 12 блок,050062,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.0,2,87071017351,,,,,,,https://instagram.com/_integral.men_,,,,https://wa.me/77071017351,,,,,,43.238877,76.857209,https://2gis.com/firm/70000001033955080
G.Shoesss,обувной магазин,Обувные магазины; Сумки / Кожгалантерея,"микрорайон Аксай-5, 25",В62/1 бутик,050063,Аксай-5 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,2.7,7,,,,,,,,https://instagram.com/g.shoesss,,,,,,,,,,43.230509,76.832857,https://2gis.com/firm/70000001047764386
Monsoon-Accessorize,магазин женской одежды и аксессуаров,Обувные магазины; Женская одежда; Сумки / Кожгалантерея; Бижутерия; Головные / шейные уборы,"проспект Абылай хана, 62","1, 2 этаж",050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.3,9,87013453485,,,,,http://accessorize.com,,https://instagram.com/fashionretailkz,,https://facebook.com/Fashionretailkz,,https://wa.me/77013453485,,,,,,43.262076,76.940807,https://2gis.com/firm/9429940000913510
Ait,салоны итальянской обуви,Обувные магазины; Сумки / Кожгалантерея,"проспект Сейфуллина, 483",2 этаж; бутик Fabiani,,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.8,11,87014872098,,,,,http://aitshoes.kz,,https://instagram.com/ait_shoes,,,,https://wa.me/77028611257,,,,,,43.263835,76.929491,https://2gis.com/firm/70000001046537232
Lacoste,бутик одежды,Обувные магазины; Мужская одежда; Женская одежда; Сумки / Кожгалантерея; Головные / шейные уборы,"микрорайон Самал-2, 111",1 этаж,050051,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.8,21,87272258883,,,,,http://lacoste.kz,,,,,,,,,,,,43.233777,76.95584,https://2gis.com/firm/70000001033122652
Humtto Kazakhstan,обувной магазин,Обувные магазины,"шоссе Северное Кольцо, 50",19 бутик; 9 блок; 1 этаж,050058,,Алатауский район,Алматы,,Алматы,Казахстан,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,,,87078133081,,,,,,,,,,,https://wa.me/77078133081,,,,,,43.291783,76.889773,https://2gis.com/firm/70000001082704599
Urban_step_Almaty,бутик обуви,Обувные магазины,"проспект Сейфуллина, 420",1 этаж,,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.9,17,87075089396,87016909911,,,,,,https://instagram.com/urban_step_almaty_new,,,,https://wa.me/77075089396,https://wa.me/77016909911,,,,,43.262988,76.932978,https://2gis.com/firm/70000001048083640
Tommy Hilfiger,магазин,Обувные магазины; Мужская одежда; Женская одежда; Сумки / Кожгалантерея,"улица Розыбакиева, 247а",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.4,26,87273398964,87010591727,,,,http://frgroup.kz,,,,https://facebook.com/frg.kz,,,,,,,,43.202753,76.892683,https://2gis.com/firm/9429940001180255
cozyshop02,онлайн-магазин обуви,Обувные магазины,"улица Макатаева, 131 к8",,,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,16,87075473880,,,,,,,https://instagram.com/cozyshop02,,,,https://wa.me/77075473880,,,,,,43.262678,76.920069,https://2gis.com/firm/70000001084146968
Магазин обуви,,Обувные магазины,"микрорайон Таугуль, 20а",1 этаж,050042,Таугуль м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-17:00; Вс: 11:00-17:00,+05:00,5.0,2,87273987360,87772409789,87072409789,,,,,https://instagram.com/obuv.almaty.taugul__,,,,https://wa.me/77072409789,,,,,,43.211313,76.875909,https://2gis.com/firm/9429940000904837
